attack_chain,uuid,process_name,label
theia_3.3_fail_allstate, 8B161C29-0000-0000-0000-000000000020, /usr/bin/firefox, attack
theia_3.3_fail_gatech_clean, 5418F32A-0000-0000-0000-000000000020, /home/admin/Downloads/firefox/firefox, attack
theia_3.3_fail_gatech_clean, 4E18B22A-0000-0000-0000-000000000020, /home/admin/Downloads/firefox/firefox, attack
theia_3.3_fail_gatech_clean, 5518F72A-0000-0000-0000-000000000020, /home/admin/Downloads/firefox/firefox, attack
theia_3.3_fail_gatech_clean, 6B18B82B-0000-0000-0000-000000000020, /home/admin/Downloads/firefox/firefox, attack
theia_3.3_fail_gatech_clean, 5618FB2A-0000-0000-0000-000000000020, /home/admin/Downloads/firefox/firefox, attack
theia_3.3_fail_gatech_clean, 5818FF2A-0000-0000-0000-000000000020, /home/admin/Downloads/firefox/firefox, attack
theia_3.3_fail_gatech_clean, 64189C2B-0000-0000-0000-000000000020, /home/admin/Downloads/firefox/firefox, attack
theia_3.3_fail_gatech_clean, 65189F2B-0000-0000-0000-000000000020, /home/admin/Downloads/firefox/firefox, attack
theia_3.3_fail_gatech_clean, 6618A32B-0000-0000-0000-000000000020, /home/admin/Downloads/firefox/firefox, attack
theia_3.3_fail_gatech_clean, 6718A92B-0000-0000-0000-000000000020, /home/admin/Downloads/firefox/firefox, attack
theia_3.3_fail_gatech_clean, 4F18B22A-0000-0000-0000-000000000020, /home/admin/Downloads/firefox/firefox, attack
theia_3.3_fail_gatech_clean, 5318F12A-0000-0000-0000-000000000020, /home/admin/Downloads/firefox/firefox, attack
theia_3.3_fail_gatech_clean, 06187E2A-0000-0000-0000-000000000020, /usr/bin/firefox, attack
theia_3.3_fail_gatech_clean, 78188B2C-0000-0000-0000-000000000020, /home/admin/clean (deleted), attack
theia_3.3_fail_gatech_clean, 6818A92B-0000-0000-0000-000000000020, /home/admin/clean, attack
theia_3.3_fail_gatech_clean, 79188C2C-0000-0000-0000-000000000020, /home/admin/clean (deleted), attack
theia_3.3_fail_gatech_clean, 7B18A02C-0000-0000-0000-000000000020, /home/admin/clean (deleted), attack
theia_3.3_fail_gatech_clean, 7D18A12C-0000-0000-0000-000000000020, /home/admin/clean (deleted), attack
theia_3.3_fail_gatech_clean, 7E18A32C-0000-0000-0000-000000000020, /home/admin/clean (deleted), attack
theia_3.3_fail_gatech_clean, 7F18A52C-0000-0000-0000-000000000020, /home/admin/clean (deleted), attack
theia_3.3_fail_gatech_clean, 8018A52C-0000-0000-0000-000000000020, /home/admin/clean (deleted), attack
theia_3.3_fail_gatech_clean, 8118AB2C-0000-0000-0000-000000000020, /home/admin/clean (deleted), attack
theia_3.3_fail_gatech_clean, 8318AC2C-0000-0000-0000-000000000020, /home/admin/clean (deleted), attack
